id,name,text,text_jp
$C3340_MAIN_1200_2250_05_cat,Cait Sith,"Aye, nya!",はいにゃ！
$C3340_MAIN_1200_2300_00_art,Aerith,Thank you.,ありがとう
$C3340_MAIN_1200_2300_02_cat,Cait Sith,FOREE_1304,FOREE_1304
$C3340_MAIN_1200_2300_03_art,Aerith,FOREE_1305,FOREE_1305
$C3340_MAIN_1200_2300_04_blt,Barret,FOREE_1306,FOREE_1306
$C3340_MAIN_1200_2300_05_tif,Tifa,FOREE_1307,FOREE_1307
$C3340_MAIN_1200_2300_07_cld,Cloud,FOREE_1308,FOREE_1308
$C3340_MAIN_1200_2400_00_tif,Tifa,Hang in there!,しっかりして！
$C3340_MAIN_1200_2500_00_cld,Cloud,"Yeah, I know.",ああ　わかってる
$C3340_MAIN_1200_2600_00_art,Aerith,Let’s go.,行こう
$C3340_MAIN_1300_0100_00_yfi,Yuffie,"This is bad, bad, bad, BAD!",ヤバイ　ヤバイヤバイヤバイって！
$C3340_MAIN_1300_0200_00_blt,Barret,Shut up and keep runnin’!,うるせい　黙って走れ！
$C3340_MAIN_1300_0300_00_tif,Tifa,"We said some awful things to Cait Sith, didn’t we?",ケット・シーに　私たち<br>ひどいこと言っちゃったね
$C3340_MAIN_1300_0400_00_art,Aerith,Yeah...,うん……
$C3340_MAIN_1300_0500_00_red,Red XIII,I wanted to apologize.,あやまりたかったな
$C3340_MAIN_1400_0000_05_cat,Cait Sith,FOREE_1317,FOREE_1317
$C3340_MAIN_1400_0100_00_cat,Cait Sith,"""Thank you"", huh? Geez, ya makin’ me blush!",ありがとうやて　なんや照れるわ
$C3340_MAIN_1400_0110_00_cat,Cait Sith,FOREE_1319,FOREE_1319
$C3340_MAIN_1400_0200_00_cat,Cait Sith,Everybody...hurry it up!,みんな……急いでや
$C3340_MAIN_1500_0100_00_blt,Barret,"Hey, we gonna make it...?",おいおい　間に合うか……？
$C3340_MAIN_1500_0200_00_red,Red XIII,Cait Sith’s holdin’ on for us!,ケット・シーが　ふんばってくれてる！
$C3340_MAIN_1500_0300_00_tif,Tifa,"Yeah, we’ve gotta survive, no matter what!",うん　ぜったい生き延びよう
$C3340_MAIN_1500_0400_00_blt,Barret,"Run, run, run, run—RUN!",走れ走れ走れ走れ　走れー！
$C3340_MAIN_1500_0500_00_yfi,Yuffie,You’re so loud—just shut up and run!,うるさいって　黙って走れ！
$C3340_MAIN_1600_0050_05_yfi,Yuffie,FOREE_1326,FOREE_1326
$C3340_MAIN_1600_0100_00_tif,Tifa,Almost there!,もうすぐ！
$C3340_MAIN_1600_0100_05_yfi,Yuffie,FOREE_1328,FOREE_1328
$C3340_MAIN_1600_0200_00_yfi,Yuffie,FOREE_1329,FOREE_1329
$C3340_MAIN_1600_0200_05_yfi,Yuffie,FOREE_1330,FOREE_1330
$C3340_MAIN_1600_0300_00_red,Red XIII,Eyes forward!,前だけ見て！
$C3340_MAIN_1600_0400_00_blt,Barret,FOREE_1332,FOREE_1332
$C3340_MAIN_1600_0400_05_blt,Barret,FOREE_1333,FOREE_1333
$C3340_MAIN_1600_0400_08_blt,Barret,FOREE_1334,FOREE_1334
$C3340_MAIN_1700_0100_00_cat,Cait Sith,Guess it’s about time...,ぼちぼち　ええかな……
$C3340_MAIN_1700_0200_00_cat,Cait Sith,FOREE_1336,FOREE_1336
$C3340_MAIN_1700_0300_00_cat,Cait Sith,"Well then, everybody...make sure you save the Planet, alright?",ほな　みんな……<br>しっかり　星を救うんやで
$C3340_MAIN_1700_0300_05_cat,Cait Sith,FOREE_1338,FOREE_1338
$C3340_MAIN_1800_0050_05_cld,Cloud,FOREE_1339,FOREE_1339
$C3340_MAIN_1800_0050_06_tif,Tifa,FOREE_1340,FOREE_1340
$C3340_MAIN_1800_0050_08_red,Red XIII,FOREE_1341,FOREE_1341
$C3340_MAIN_1800_0050_09_blt,Barret,FOREE_1342,FOREE_1342
$C3340_MAIN_1800_0050_11_yfi,Yuffie,FOREE_1343,FOREE_1343
$C3340_MAIN_1800_0050_12_art,Aerith,FOREE_1344,FOREE_1344
$C3340_MAIN_1800_0050_16_red,Red XIII,FOREE_1345,FOREE_1345
$C3340_MAIN_1800_0050_20_cld,Cloud,FOREE_1346,FOREE_1346
$C3340_MAIN_1800_0050_21_yfi,Yuffie,FOREE_1347,FOREE_1347
$C3340_MAIN_1800_0050_22_tif,Tifa,FOREE_1348,FOREE_1348
$C3340_MAIN_1800_0050_23_art,Aerith,FOREE_1349,FOREE_1349
$C3340_MAIN_1800_0050_24_red,Red XIII,FOREE_1350,FOREE_1350
$C3340_MAIN_1800_0050_25_blt,Barret,FOREE_1351,FOREE_1351
$C3340_MAIN_1800_0050_28_cld,Cloud,FOREE_1352,FOREE_1352
$C3340_MAIN_1900_0000_08_yfi,Yuffie,FOREE_1353,FOREE_1353
$C3340_MAIN_1900_0000_11_art,Aerith,FOREE_1354,FOREE_1354
$C3340_MAIN_1900_0100_00_cat,???,"Yaaa, now that’s a sight to behold!",いや～　壮観ですな～！
$C3340_MAIN_1900_0200_00_blt,Barret,How the hell’d you—!,おまえ　どうやって！
$C3340_MAIN_1900_0200_03_yfi,Yuffie,FOREE_1357,FOREE_1357
$C3340_MAIN_1900_0200_05_cat,Cait Sith,FOREE_1358,FOREE_1358
$C3340_MAIN_1900_0300_00_cat,Cait Sith,"Can’t let Gold Saucer get lonely without me, right?",ボクがいないと<br>ゴールド・ソーサーが寂しくなりますからね
$C3340_MAIN_1900_0400_00_cat,Cait Sith,I’ve got plenty of spare bodies lyin’ around!,ボディの予備は　いっぱいあるんです
$C3340_MAIN_1900_0400_01_cat,Cait Sith,FOREE_1361,FOREE_1361
$C3340_MAIN_1900_0400_05_art,Aerith,FOREE_1362,FOREE_1362
$C3340_MAIN_1900_0500_00_art,Aerith,Thank goodness...,よかった
$C3340_MAIN_1900_0600_00_cat,Cait Sith,"Aw, stop it!",やめてえな～！
$C3340_MAIN_1900_0600_05_art,Aerith,FOREE_1365,FOREE_1365
$C3340_MAIN_1900_0600_08_tif,Tifa,FOREE_1366,FOREE_1366
$C3340_MAIN_1900_0700_00_cid,Cid,"So, did ya get what you came for?",で　目当てのもんは手に入ったのか？
$C3340_MAIN_1900_0700_05_yfi,Yuffie,FOREE_1368,FOREE_1368
$C3340_MAIN_1900_0800_00_yfi,Yuffie,You’re really askin’ that?,それ　聞いちゃう？
$C3340_MAIN_1900_0800_05_cld,Cloud,FOREE_1370,FOREE_1370
$C3340_MAIN_1900_0800_05_yfi,Yuffie,FOREE_1371,FOREE_1371
$C3340_MAIN_1900_0800_13_blt,Barret,FOREE_1372,FOREE_1372
$C3340_MAIN_1900_0800_16_blt,Barret,FOREE_1373,FOREE_1373
$C3340_MAIN_1900_0800_18_blt,Barret,FOREE_1374,FOREE_1374
$C3340_MAIN_1900_0900_00_blt,Barret,"What’s wrong with you, man?",おまえ　どうしちまったんだよ
$C3340_MAIN_1900_0910_00_blt,Barret,Weren’t you listenin’?,話　聞いてなかったのか？
$C3340_MAIN_1900_0910_05_blt,Barret,FOREE_1377,FOREE_1377
$C3340_MAIN_1900_1000_00_cld,Cloud,Give it back.,返してくれ
$C3340_MAIN_1900_1100_00_blt,Barret,This damn thing...,こんなもん……
$C3340_MAIN_1900_1100_05_cld,Cloud,FOREE_1380,FOREE_1380
$C3340_MAIN_1900_1200_00_cld,Cloud,Sephiroth.,セフィロス
$C3340_MAIN_1900_1200_05_vin,Vincent,FOREE_1382,FOREE_1382
$C3340_MAIN_1900_1200_08_cid,Cid,FOREE_1383,FOREE_1383
$C3340_MAIN_1900_1300_00_sep,Sephiroth,This is a key.,これは鍵だ
$C3340_MAIN_1900_1400_00_sep,Sephiroth,"A key to obtain the real one, hidden in the rift between worlds.",世界の狭間に隠された本物を手に入れるためのな
$C3340_MAIN_1900_1500_00_art,Aerith,Give it back!,返して！
$C3340_MAIN_1900_1500_05_blt,Barret,FOREE_1387,FOREE_1387
$C3340_MAIN_1900_1500_07_art,Aerith,FOREE_1388,FOREE_1388
$C3340_MAIN_1900_1600_00_sep,Sephiroth,"Now, the time is fulfilled.",さあ　時は満ちた
$C3340_MAIN_1900_1600_05_tif,Tifa,FOREE_1390,FOREE_1390
$C3340_MAIN_1900_1600_07_art,Aerith,FOREE_1391,FOREE_1391
$C3340_MAIN_1900_1600_09_yfi,Yuffie,FOREE_1392,FOREE_1392
$C3340_MAIN_1900_1600_11_blt,Barret,FOREE_1393,FOREE_1393
$C3340_MAIN_1900_1700_00_cld,Cloud,Black materia...,黒マテリア……
$C3340_MAIN_2000_0100_00_ruf,Rufus,What’s that?,なんだ　あれは？
$C3340_MAIN_2000_0200_00_hjo,Hojo,FOREE_1396,FOREE_1396
$C3340_MAIN_2000_0200_05_ruf,Rufus,FOREE_1397,FOREE_1397
$C3340_MAIN_2000_0210_00_hjo,Hojo,It’s starting...It’s finally starting!,始まる　始まるのか！
$C3340_MAIN_2000_0210_05_ruf,Rufus,FOREE_1399,FOREE_1399
$C3340_MAIN_2000_0300_00_rch,Black-Cloaked Man,FOREE_1400,FOREE_1400
$C3340_MAIN_2000_0300_08_ruf,Rufus,FOREE_1401,FOREE_1401
$C3340_MAIN_2000_0300_11_hjo,Hojo,FOREE_1402,FOREE_1402
$C3340_MAIN_2000_0300_14_skm,Pilot,FOREE_1403,FOREE_1403
$C3340_MAIN_2000_0400_00_skm,Pilot,"We’ve lost control! At this rate, we’re going to crash!",制御不能　このままでは墜落します！
$C3340_MAIN_2000_0400_08_ruf,Rufus,FOREE_1405,FOREE_1405
$C3340_MAIN_2000_0500_00_ruf,Rufus,Withdraw.,離脱しろ
$C3340_MAIN_2100_0050_05_art,Aerith,FOREE_1407,FOREE_1407
$C3340_MAIN_2100_0100_00_art,Aerith,Feelers?,フィーラー？
$C3340_MAIN_2100_0200_00_cld,Cloud,No. It’s Sephiroth.,いや　セフィロスだ
$C3340_MAIN_2100_0200_09_tif,Tifa,FOREE_1410,FOREE_1410
$C3340_MAIN_2100_0200_12_blt,Barret,FOREE_1411,FOREE_1411
$C3340_MAIN_2100_0200_14_yfi,Yuffie,FOREE_1412,FOREE_1412
$C3340_MAIN_2100_0200_16_red,Red XIII,FOREE_1413,FOREE_1413
$C3340_MAIN_2100_0200_18_cat,Cait Sith,FOREE_1414,FOREE_1414
$C3340_MAIN_2100_0200_21_art,Aerith,FOREE_1415,FOREE_1415
$C3340_MAIN_2100_0300_00_sep,Sephiroth,"Come, Cloud.",来い　クラウド
$C3340_MAIN_2200_0100_00_cld,Cloud,FOREE_1417,FOREE_1417
$C3340_MAIN_2200_0200_00_sep,Sephiroth,"Now, Cloud.",さあ　クラウド
$C3340_MAIN_2200_0300_00_sep,Sephiroth,The promised time has come.,約束の時だ
$C3340_MAIN_2200_0300_04_cld,Cloud,FOREE_1420,FOREE_1420
$C3340_MAIN_2200_0300_07_tif,Tifa,FOREE_1421,FOREE_1421
$C3340_MAIN_2200_0300_08_cld,Cloud,FOREE_1422,FOREE_1422
$C3340_MAIN_2200_0300_10_art,Aerith,FOREE_1423,FOREE_1423
$C3340_MAIN_2200_0300_12_cld,Cloud,FOREE_1424,FOREE_1424
$C3340_MAIN_2200_0300_13_tif,Tifa,FOREE_1425,FOREE_1425
$C3340_MAIN_2200_0400_00_cld,Cloud,"Aerith, give it back.",エアリス　返してくれ
$C3340_MAIN_2200_0400_02_cld,Cloud,FOREE_1427,FOREE_1427
$C3340_MAIN_2200_0400_05_tif,Tifa,FOREE_1428,FOREE_1428
$C3340_MAIN_2200_0500_00_tif,Tifa,"Snap out of it, Cloud!",しっかりして　クラウド！
$C3340_MAIN_2200_0500_07_sep,Sephiroth,FOREE_1430,FOREE_1430
$C3340_MAIN_2200_0600_00_sep,Sephiroth,"Cloud, pull yourself together.",クラウド　しっかりしろ
$C3340_MAIN_2200_0600_04_cld,Cloud,FOREE_1432,FOREE_1432
$C3340_MAIN_2200_0600_07_tif,Tifa,FOREE_1433,FOREE_1433
$C3340_MAIN_2200_0600_10_cld,Cloud,FOREE_1434,FOREE_1434
$C3340_MAIN_2200_0600_13_art,Aerith,FOREE_1435,FOREE_1435
$C3340_MAIN_2200_0600_16_art,Aerith,FOREE_1436,FOREE_1436
$C3340_MAIN_2200_0700_00_art,Aerith,I won’t let you have it.,あなたには　渡せない
$C3340_MAIN_2200_0700_05_art,Aerith,FOREE_1438,FOREE_1438
$C3340_MAIN_2200_0800_00_sep,Sephiroth,"Come now, you’ll have to take it back.",さあ　取り返さなくては
$C3340_MAIN_2200_0800_05_cld,Cloud,FOREE_1440,FOREE_1440
$C3340_MAIN_2200_0800_07_tif,Tifa,FOREE_1441,FOREE_1441
$C3340_MAIN_2200_0900_00_tif,Tifa,"Cloud, you can’t!",クラウド　だめ！
$C3340_MAIN_2300_0100_00_cld,Cloud,FOREE_1443,FOREE_1443
$C3340_MAIN_2300_0200_00_cld,Cloud,Aerith...,エアリス……
$C3340_MAIN_2300_0201_00_cld,Cloud,Aerith...,エアリス……
$C3340_MAIN_2300_0202_00_cld,Cloud,Aerith...,エアリス……
$C3340_MAIN_2300_0203_00_cld,Cloud,Aerith...,エアリス……
$C3340_MAIN_2300_0300_00_cld,Cloud,Wait for me.,待ってくれ
$C3340_MAIN_2300_0301_00_cld,Cloud,Wait for me.,待ってくれ
$C3340_MAIN_2300_0302_00_cld,Cloud,Wait for me.,待ってくれ
$C3340_MAIN_2300_0400_00_cld,Cloud,FOREE_1451,FOREE_1451
$C3340_MAIN_2300_0401_00_cld,Cloud,FOREE_1452,FOREE_1452
$C3340_MAIN_2300_0500_00_cld,Cloud,Black materia...,黒マテリア……
$C3340_MAIN_2300_0501_00_cld,Cloud,Black materia...,黒マテリア……
$C3340_MAIN_2300_0600_00_cld,Cloud,FOREE_1455,FOREE_1455
$C3340_MAIN_2300_0700_00_cld,Cloud,FOREE_1456,FOREE_1456
$C3340_MAIN_2300_0800_00_cld,Cloud,FOREE_1457,FOREE_1457
$C3340_MAIN_2400_0100_00_cld,Cloud,Aerith...,エアリス……
$C3340_MAIN_2400_0101_00_cld,Cloud,Aerith...,エアリス……
$C3340_MAIN_2400_0200_00_cld,Cloud,Hand it over.,渡してくれ
$C3340_MAIN_2400_0201_00_cld,Cloud,Hand it over.,渡してくれ
$C3340_MAIN_2400_0300_00_cld,Cloud,Please...,お願いだ……
$C3340_MAIN_2400_0301_00_cld,Cloud,Please...,お願いだ……
$C3340_MAIN_2400_0400_00_cld,Cloud,"Believe me, please.",信じてくれ
$C3340_MAIN_2400_0401_00_cld,Cloud,"Believe me, please.",信じてくれ
$C3340_MAIN_2400_0500_00_cld,Cloud,Let’s protect the Planet together.,いっしょに　星を守ろう
$C3340_MAIN_2400_0501_00_cld,Cloud,Let’s protect the Planet together.,いっしょに　星を守ろう
$C3340_MAIN_2500_0050_05_art,Aerith,FOREE_1468,FOREE_1468
$C3340_MAIN_2500_0100_00_cld,Cloud,"Aerith, come on...",エアリス　さあ……
$C3340_MAIN_2500_0100_05_art,Aerith,FOREE_1470,FOREE_1470
$C3340_MAIN_2500_0100_08_art,Aerith,FOREE_1471,FOREE_1471
$C3340_MAIN_2500_0200_00_art,Aerith,"No matter what happens, we’re in this together.",なにがあっても　いっしょだよ
$C3340_MAIN_2500_0300_00_cld,Cloud,Thank you.,ありがとう
$C3340_MAIN_2500_0300_05_art,Aerith,FOREE_1474,FOREE_1474
$C3340_MAIN_2500_0300_07_cld,Cloud,FOREE_1475,FOREE_1475
$C3340_MAIN_2500_0300_08_art,Aerith,FOREE_1476,FOREE_1476
$C3340_MAIN_2500_0300_11_art,Aerith,FOREE_1477,FOREE_1477
$C3340_MAIN_2500_0300_13_cld,Cloud,FOREE_1478,FOREE_1478
$C3340_MAIN_2500_0300_14_art,Aerith,FOREE_1479,FOREE_1479
$C3340_MAIN_2500_0300_16_cld,Cloud,FOREE_1480,FOREE_1480
$C3340_MAIN_2500_0300_19_cld,Cloud,FOREE_1481,FOREE_1481
$C3340_MAIN_2500_0400_00_cld,Cloud,Aerith!,エアリス！
$C3340_MAIN_2500_0400_05_art,Aerith,FOREE_1483,FOREE_1483
$C3340_MAIN_2500_0400_08_cld,Cloud,FOREE_1484,FOREE_1484
$C3340_MAIN_2500_0500_00_art,Aerith,Welcome back.,おかえり
$C3340_MAIN_2500_0600_00_art,Aerith,FOREE_1486,FOREE_1486
$C3340_MAIN_2500_0600_05_cld,Cloud,FOREE_1487,FOREE_1487
$C3340_MAIN_2500_0700_00_cld,Cloud,FOREE_1488,FOREE_1488
$C3340_MAIN_2500_0700_05_art,Aerith,FOREE_1489,FOREE_1489
$C3340_MAIN_2500_0700_08_art,Aerith,FOREE_1490,FOREE_1490
$C3340_MAIN_2500_0700_10_cld,Cloud,FOREE_1491,FOREE_1491
$C3340_MAIN_2500_0700_11_art,Aerith,FOREE_1492,FOREE_1492
$C3340_MAIN_2500_0700_13_cld,Cloud,FOREE_1493,FOREE_1493
$C3340_MAIN_2500_0700_14_art,Aerith,FOREE_1494,FOREE_1494
$C3340_MAIN_2500_0700_17_art,Aerith,FOREE_1495,FOREE_1495
$C3510_MAIN_0100_0050_05_cld,Cloud,FOREE_1496,FOREE_1496
$C3510_MAIN_0100_0050_07_cld,Cloud,FOREE_1497,FOREE_1497
$C3510_MAIN_0100_0050_09_cld,Cloud,FOREE_1498,FOREE_1498
$C3510_MAIN_0100_0050_11_cld,Cloud,FOREE_1499,FOREE_1499
$C3510_MAIN_0100_0050_13_cld,Cloud,FOREE_1500,FOREE_1500
$C3510_MAIN_0100_0100_00_sep,Sephiroth,"Cloud, this is the shape of the world.",クラウド　これが世界の姿だ
$C3510_MAIN_0100_0100_05_cld,Cloud,FOREE_1502,FOREE_1502
$C3510_MAIN_0100_0200_00_sep,Sephiroth,"When the wall of fate shatters, a new world is born.",運命の壁が壊れる時　新たな世界が生まれる
$C3510_MAIN_0300_0100_00_sep,Sephiroth,"This Planet holds many layered worlds, and the worlds that are born—",この星には　幾層もの世界があり<br>生み出された世界は
$C3510_MAIN_0300_0200_00_sep,Sephiroth,"Some persist, while others vanish in an instant.",あるものは続き<br>あるものは　すぐに消える
$C3510_MAIN_0300_0201_00_sep,Sephiroth,Even those that endure will eventually fade.,仮に長く続いても　いつか消える
$C3510_MAIN_0300_0300_00_sep,Sephiroth,But there’s no need for sorrow.,だが　悲しむことはない
$C3510_MAIN_0300_0310_00_sep,Sephiroth,The worlds that fade simply return to the Planet.,消えた世界は　ただ星に帰るだけ
$C3510_MAIN_0300_0400_00_sep,Sephiroth,"And in doing so, they sustain the Planet’s life.",そして　星の命を繋ぐのだ
$C3510_MAIN_0300_0500_00_sep,<i>Sephiroth</i>,<i>Life flows through the Planet.</i>,<i>命は　星を巡る</i>
$C3510_MAIN_0300_0600_00_sep,<i>Sephiroth</i>,"<i>But if the Planet itself perishes, that cycle ends.</i>",<i>だが　星が消えれば　それも終わりだ</i>
$C3510_MAIN_0300_0700_00_art,<i>Aerith</i>,<i>Sephiroth cares only for the Planet and himself. He’d do anything to protect them.</i>,<i>セフィロスが大事なのは　星と自分<br>守るためなら　なんでもする</i>
$C3510_MAIN_0300_0800_00_art,<i>Aerith</i>,<i>I think that’s wrong.</i>,<i>そんなの　間違ってると思う</i>
$C3510_MAIN_0500_0050_05_cld,Cloud,FOREE_1514,FOREE_1514
$C3510_MAIN_0500_0050_07_cld,Cloud,FOREE_1515,FOREE_1515
$C3510_MAIN_0500_0050_09_cld,Cloud,FOREE_1516,FOREE_1516
$C3510_MAIN_0500_0100_00_sep,Sephiroth,"Can you hear it, Cloud?",聞こえるか　クラウド
$C3510_MAIN_0500_0110_00_sep,Sephiroth,"The Planet’s joy, the Planet’s blessing.",星の喜び　星の祝福
$C3510_MAIN_0500_0200_00_cld,Cloud,No. This is a scream.,違う　これは悲鳴だ
$C3510_MAIN_0500_0200_05_cld,Cloud,FOREE_1520,FOREE_1520
$C3510_MAIN_0500_0300_00_sep,Sephiroth,It seems we still see the world differently.,我々はまだ　世界の見え方が違うらしいな
$C3510_MAIN_0500_0400_00_sep,<i>Sephiroth</i>,"<i>I need your strength, Cloud.</i>",<i>おまえの力が必要だ　クラウド</i>
$C3510_MAIN_0500_0500_00_sep,<i>Sephiroth</i>,<i>Shall we defy fate together?</i>,<i>ともに　運命に抗ってみないか？</i>
$C3510_MAIN_0500_0600_00_sep,<i>Sephiroth</i>,<i>Seven seconds before the end.</i>,<i>終末の７秒前</i>
$C3510_MAIN_0500_0700_00_sep,<i>Sephiroth</i>,<i>But there’s still time.</i>,<i>だが　まだ間に合う</i>
$C3510_MAIN_0500_0800_00_sep,<i>Sephiroth</i>,"<i>The future rests on you, Cloud—</i>",<i>未来は　おまえ次第だ<br>クラウド――</i>
$C3510_MAIN_0700_0100_00_sep,Sephiroth,Sever the past entirely.,過去など　断ち切ってしまえ
$C3510_MAIN_0700_0200_00_sep,Sephiroth,The world will undergo Reunion.,世界は　リユニオンする
$C3510_MAIN_0700_0300_00_sep,Sephiroth,It will reunite with our world.,我々の世界に　リユニオンするのだ
$C3510_MAIN_0700_0400_00_cld,Cloud,Reunion...,リユニオン……
$C3510_MAIN_0900_0200_00_cld,Cloud,Re...un...ion...,リ……ユニ……オン……
$C3510_MAIN_1000_0000_05_cld,Cloud,FOREE_1532,FOREE_1532
$C3510_MAIN_1000_0100_00_cld,Cloud,It’s got nothing to do with me.,俺には関係ない
$C3510_MAIN_1000_0200_00_sep,Sephiroth,You’re still saying that?,まだそんなことを
$C3510_MAIN_1000_0300_00_sep,Sephiroth,"No choice, then. I’ll lend you a hand.",仕方がない　手伝ってやろう
$C3510_MAIN_1000_0400_00_sep,Sephiroth,FOREE_1536,FOREE_1536
$C3510_MAIN_1000_0400_05_cld,Cloud,FOREE_1537,FOREE_1537
$C3510_MAIN_1000_0400_07_cld,Cloud,FOREE_1538,FOREE_1538
$C3510_MAIN_1000_0500_00_sep,Sephiroth,I’ll bestow a blessing upon you.,祝福を　おまえに贈ろう
$C3510_MAIN_1100_0050_05_cld,Cloud,FOREE_1540,FOREE_1540
$C3510_MAIN_1100_0050_07_cld,Cloud,FOREE_1541,FOREE_1541
$C3510_MAIN_1100_0050_09_cld,Cloud,FOREE_1542,FOREE_1542
$C3510_MAIN_1100_0050_10_cld,Cloud,FOREE_1543,FOREE_1543
$C3510_MAIN_1200_0000_05_cld,Cloud,FOREE_1544,FOREE_1544
$C3510_MAIN_1200_0100_00_cld,Cloud,Where am I...?,ここは……？
$C3510_MAIN_1200_0200_00_sep,Sephiroth,Did you bring something foreign here?,異物を持ち込んだのか
$C3510_MAIN_1200_0300_00_sep,Sephiroth,Punishment is in order.,罰が必要だな
$C3510_MAIN_1200_0300_05_cld,Cloud,FOREE_1548,FOREE_1548
$C3510_MAIN_1200_0300_07_cld,Cloud,FOREE_1549,FOREE_1549
$C3510_MAIN_1200_0300_09_cld,Cloud,FOREE_1550,FOREE_1550
$C3510_MAIN_1300_0100_00_art,Aerith,Cloud.,クラウド
$C3510_MAIN_1300_0200_00_art,Aerith,We meet again.,また会えたね
$C3510_MAIN_1300_0300_00_cld,Cloud,You’re safe.,無事だったんだな
$C3510_MAIN_1300_0400_00_cld,Cloud,Sephiroth’s here.,セフィロスがいるんだ
$C3510_MAIN_1300_0410_00_cld,Cloud,"He’s close, watching us.",近くにいて　俺たちを見ている
$C3510_MAIN_1300_0500_00_art,Aerith,Yeah.,うん
$C3510_MAIN_1300_0600_00_art,Aerith,"But Cloud, just focus on yourself.",でも　クラウドは自分のことだけ考えて
$C3510_MAIN_1300_0700_00_cld,Cloud,I’m fine.,俺は大丈夫だ
$C3510_MAIN_1300_0800_00_art,Aerith,Find your true self. Think only of yourself.,本当の自分を見つけて<br>自分のことだけ　考えて
$C3510_MAIN_1300_0900_00_cld,Cloud,FOREE_1560,FOREE_1560
$C3510_MAIN_1300_1000_00_art,Aerith,Leave Sephiroth to me.,セフィロスのこと　わたしにまかせて
$C3510_MAIN_1300_1100_00_art,Aerith,He’ll use the black materia.,セフィロスは　黒マテリア使うはず
$C3510_MAIN_1300_1200_00_art,Aerith,I’m the only one who can stop him.,止められるのは　わたしだけ
$C3510_MAIN_1300_1300_00_art,Aerith,Only a Cetra can.,セトラだけなの
$C3510_MAIN_1300_1400_00_cld,Cloud,FOREE_1565,FOREE_1565
$C3510_MAIN_1300_1500_00_art,Aerith,Thank you. I’ve definitely received it.,ありがとう<br>たしかに　受け取りました
$C3510_MAIN_1300_1600_00_art,Aerith,"Here, take this.",これ　あげるね
$C3510_MAIN_1300_1700_00_cld,Cloud,Looks like a glass bead.,ガラス玉みたいだな
$C3510_MAIN_1300_1800_00_cld,Cloud,Aerith?,エアリス？
$C3510_MAIN_1300_1900_00_cld,Cloud,Aerith!,エアリス！
$C3510_MAIN_1400_0100_00_cld,Cloud,Aerith...,エアリス……
$C3510_MAIN_1400_0200_00_cld,Cloud,Wait for me!,待ってくれ！
$C3510_MAIN_1400_0200_05_cld,Cloud,FOREE_1573,FOREE_1573
$C3510_MAIN_1400_0200_07_cld,Cloud,FOREE_1574,FOREE_1574
$C3510_MAIN_1400_0200_09_cld,Cloud,FOREE_1575,FOREE_1575
$C3510_MAIN_1400_0200_11_cld,Cloud,FOREE_1576,FOREE_1576
$C3510_MAIN_1400_0200_13_cld,Cloud,FOREE_1577,FOREE_1577
$C3510_MAIN_1400_0200_15_cld,Cloud,FOREE_1578,FOREE_1578
$C3510_MAIN_1400_0200_17_cld,Cloud,FOREE_1579,FOREE_1579
$C3510_MAIN_1400_0300_00_cld,Cloud,Aerith...,エアリス……
$C3510_MAIN_1400_0300_05_cld,Cloud,FOREE_1581,FOREE_1581
$C3510_MAIN_1500_0100_00_cld,Cloud,Aerith...,エアリス……
$C3510_MAIN_1500_0200_00_cld,Cloud,Aerith!,エアリス！
$C3510_MAIN_1600_0100_00_tif,Tifa,"Aerith, where are you?",エアリス　どこ？
$C3510_MAIN_1600_0200_00_yfi,Yuffie,Aerith~!,エアリス～！
$C3510_MAIN_1600_0300_00_cat,Cait Sith,"Aerith, lass!",エアリスは～ん
$C3510_MAIN_1600_0400_00_red,Red XIII,"Hey, Aerith!",おーい　エアリス！
$C3510_MAIN_1600_0500_00_blt,Barret,Aerith! Aerith!,エアリス　エアリスー！
$C3510_MAIN_1600_0600_00_blt,Barret,FOREE_1589,FOREE_1589
$C3510_MAIN_1600_0700_00_blt,Barret,"Hey, hold up a sec!",おい　ちょっと待て！
$C3510_MAIN_1600_0800_00_blt,Barret,Cloud!,クラウド！
$C3510_MAIN_1600_0900_00_tif,Tifa,Cloud!,クラウド！
$C3510_MAIN_1600_0900_05_tif,Tifa,FOREE_1593,FOREE_1593
$C3510_MAIN_1600_1000_00_tif,Tifa,"Cloud, you okay?",クラウド　大丈夫？
$C3510_MAIN_1600_1100_00_cld,Cloud,I’m fine.,大丈夫だ
$C3510_MAIN_1600_1200_00_blt,Barret,Thought you’d gone off the deep end with mako poisoning or somethin’.,魔晄中毒だか　劣化だかが<br>いくだけいっちまったと思ったぜ
$C3510_MAIN_1600_1300_00_cld,Cloud,Sorry for the trouble.,世話をかけたな
$C3510_MAIN_1600_1400_00_blt,Barret,"You can thank us proper later. For now, it’s Aerith we gotta worry about.",礼はあとで　たっぷりしてもらうとして<br>まずはエアリスだ
$C3510_MAIN_1600_1500_00_red,Red XIII,"Beyond this forest, there’s an ancient city. They say it’s got a Cetra altar.",この森を越えたところに　大昔の都があって<br>そこには　セトラの祭壇があるんだって
$C3510_MAIN_1600_1600_00_red,Red XIII,That’s where Aerith’s headed.,エアリスは　そこへ行くつもりなんだ
$C3510_MAIN_1600_1700_00_yfi,Yuffie,"Sephiroth stole the black materia, right?",黒マテリアは　セフィロスに奪われたんでしょ？
